param_count_b,architecture_type,precision,model_size_gb,input_tokens,output_tokens,context_length_used,batch_size,kv_cache_gb,device_type,compute_tflops,memory_bandwidth_gbs,vram_or_ram_gb,hw_class,framework,roofline_prefill_ms_per_token,roofline_decode_ms_per_token,available_ram_gb,ram_pressure_ratio,decode_ms_per_token,prefill_ms_per_token,sample_weight,source
70.0,dense,Q6_K,57.4,128,256,16384,1,18.808832,apple,23.424378972804725,812.5678730761362,128.0,apple_ultra,ollama,10.86668956478962,117.23456360558599,214.15623365832482,3.7309448372530456,150.37688945050775,11.730603751934218,1.0,synthetic
2.0,moe,Q3_K_M,0.98,128,256,8192,1,0.2686976,gpu,23.841106402925842,381.81624756026366,8.0,consumer_mid,llama.cpp,0.41944362107174576,5.031407759739244,3.623600647320945,3.69755168093974,4.102700873773095,0.4293927667249299,1.0,synthetic
70.0,dense,Q6_K,57.4,128,256,16384,1,18.808832,apple,16.83608345439748,387.55751505978645,64.0,apple_max,mlx,16.630946309954627,262.18502300058583,140.87891887726852,2.454336565806072,216.2350875778215,14.57308244971545,1.0,synthetic
2.0,moe,Q8_0,2.12,128,256,8192,1,0.2686976,gpu,8.81848300772291,205.74078944969173,6.0,consumer_low,llama.cpp,1.5119758490951876,21.109506564406995,9.508869947171982,4.4853160128169725,23.953652023381,2.3635181187939027,1.0,synthetic
1.5,dense,bf16,3.0,128,256,16384,1,0.40304639999999997,cpu,0.8740560270436339,76.26636774297118,16.0,cpu_modern,ollama,6.864548512175036,59.4940513660187,13.051226040443408,4.350408680147803,78.23103481332863,7.817946470756404,1.0,synthetic
3.0,dense,Q4_0,1.77,128,256,4096,1,0.20152319999999999,gpu,60.65285036941128,792.5848356074329,24.0,consumer_flagship,llama.cpp,0.21983028418492367,3.5535145106923385,6.623226149580157,3.741935677728902,3.962721212503549,0.10284078211723673,1.0,synthetic
0.5,dense,Q6_K,0.41,128,256,8192,1,0.0671744,gpu,28.269529361864194,368.0863221658904,8.0,consumer_mid,llama.cpp,0.08843444006437964,1.9944084235969202,1.9891553697739228,4.851598462863227,2.8154950959093257,0.08624977471677849,1.0,synthetic
30.0,dense,fp32,120.0,128,256,16384,1,8.060927999999999,gpu,38.547893007210924,572.3781908384058,12.0,consumer_high,transformers,3.619779781344424,329.0217851274055,398.34803029698054,3.3195669191415047,277.93588568736277,3.207495432129707,1.0,synthetic
13.0,dense,Q6_K,10.66,128,256,512,1,0.10915839999999999,apple,3.1295609215028524,65.57141763847889,16.0,apple_base,transformers,20.769686748512385,252.67009005883588,50.17885677001938,4.707209828332024,261.1241037633752,17.402682145880352,1.0,synthetic
13.0,dense,fp16,26.0,128,256,16384,1,3.4930687999999996,cpu,0.1447446914676263,35.13215359830713,8.0,cpu_low,llama.cpp,598.755407109701,1526.3442733305524,115.99803158946143,4.461462753440824,1311.323462808894,585.0438874973105,1.0,synthetic
7.0,moe,fp16,14.0,128,256,4096,1,0.4702208,gpu,768.5315702995392,2566.000347572221,80.0,datacenter,llama.cpp,0.0364331161946761,7.518949773949827,51.29685504111142,3.6640610743651014,10.002074785089693,0.03080506625235283,1.0,synthetic
3.8,dense,Q6_K,3.1159999999999997,128,256,4096,1,0.25526271999999994,apple,8.782237540520038,155.91564566623592,32.0,apple_pro,transformers,1.92307356877628,30.889071968503167,10.103390705680047,3.2424232046469985,34.710380471014474,2.8800062089462144,1.0,synthetic
30.0,dense,Q4_0,17.7,128,256,8192,1,4.030463999999999,apple,30.709361465401713,809.8673179709227,128.0,apple_ultra,mlx,3.5523665711452472,33.540160711825706,68.62205691858837,3.876952368281829,23.968306398740964,4.133861554264786,1.0,synthetic
0.5,dense,fp16,1.0,128,256,4096,1,0.0335872,apple,8.171858358759065,135.81772790761613,32.0,apple_pro,vllm,0.2719359691104188,10.871578884470086,4.291076808050962,4.291076808050962,11.274372633605573,0.22617971025349534,1.0,synthetic
30.0,dense,Q3_K_M,14.7,128,256,2048,1,1.0076159999999998,apple,8.056163290212819,137.70476813938404,32.0,apple_pro,ollama,16.550475521681125,162.9533365602732,48.884866381766194,3.325501114405864,140.51812580577786,17.75928000144466,1.0,synthetic
7.0,dense,fp16,14.0,128,256,8192,1,0.9404416,gpu,40.45545123837867,452.66885765898246,12.0,consumer_high,transformers,0.8047899241820087,48.53710891596353,30.148308636056697,2.1534506168611927,43.07389986139942,0.552271994191998,1.0,synthetic
0.5,dense,Q4_0,0.295,128,256,4096,1,0.0335872,gpu,24.233450806968236,351.2292819470436,8.0,consumer_mid,mlx,0.10316318628798564,1.4392842374315151,1.3326447481426158,4.517439824212257,0.7945635717559364,0.09319598724139735,1.0,synthetic
8.0,dense,fp32,32.0,128,256,4096,1,0.5373952,gpu,134.03970115892267,901.5381208209709,40.0,datacenter_low,llama.cpp,0.34105034045163296,60.15163501973412,148.29121723306787,4.634100538533371,91.90903554811142,0.6025777488523232,1.0,synthetic
1.0,dense,bf16,2.0,128,256,16384,1,0.2686976,cpu,1.017362102698022,87.39358511012774,16.0,cpu_modern,mlx,3.9317367822057534,34.61272505895612,4.273510947692013,2.1367554738460064,58.565141608265854,4.70205843771736,1.0,synthetic
2.0,dense,int8,2.0,128,256,8192,1,0.2686976,cpu,1.1337912669536796,84.68349027802476,16.0,cpu_modern,ollama,7.055972499677787,35.72042346627626,5.019322439314344,2.509661219657172,31.88340584226681,6.607982831181145,1.0,synthetic
7.0,dense,fp16,14.0,128,256,2048,1,0.2351104,apple,13.321249861897378,354.7940535158736,64.0,apple_max,ollama,2.1019048730621055,53.49623820330129,43.041868094224064,3.0744191495874333,35.52405625984412,2.1786906885594752,1.0,synthetic
0.5,dense,fp16,1.0,128,256,512,1,0.0041984,gpu,51.60832200068835,527.6471373388016,12.0,consumer_high,ollama,0.04506213930609521,2.7987688143050593,2.230274185666214,2.230274185666214,3.573814449842851,0.023959102832459372,1.0,synthetic
13.0,moe,fp16,26.0,128,256,16384,1,3.4930687999999996,gpu,21.281405827209685,367.8956050486763,8.0,consumer_mid,llama.cpp,3.0543095004040195,123.33377017101513,90.19223793049855,3.468932228096098,93.36480469117416,5.194517949424655,1.0,synthetic
7.0,dense,Q4_K_M,4.41,128,256,8192,1,0.9404416,gpu,63.35113851154574,600.0410594174266,24.0,consumer_flagship,vllm,0.4910900078842484,12.738274956418783,10.12215202181111,2.295272567304106,9.894328184016427,0.42075970901396526,1.0,synthetic
70.0,dense,fp16,140.0,128,256,16384,1,18.808832,gpu,73.90604846084231,720.8655422588547,24.0,consumer_flagship,ollama,4.209548712050913,314.7185524905193,445.1217943874864,3.1794413884820454,250.30935514241108,5.915901446054377,1.0,synthetic
1.0,dense,Q3_K_M,0.49,128,256,512,1,0.0083968,apple,2.763231594507051,59.77809968769466,16.0,apple_base,ollama,1.8094755466531858,12.826843136503154,1.9759923336201506,4.032637415551328,14.520913082932253,1.5410161496915742,1.0,synthetic
1.0,dense,Q8_0,1.06,128,256,4096,1,0.0671744,gpu,709.8550639569502,2481.317404650076,80.0,datacenter,mlx,0.005634953109586585,0.6056859945380282,4.608114082836666,4.347277436638364,0.4839534866605161,0.003801265672241042,1.0,synthetic
8.0,dense,Q5_K_M,5.84,128,256,8192,1,1.0747904,apple,30.989368423311966,737.7609235417167,128.0,apple_ultra,ollama,0.938738366446515,11.715838727952434,15.61599760668375,2.6739721929252998,11.849045798541571,0.9532680949805418,1.0,synthetic
2.0,dense,bf16,4.0,128,256,8192,1,0.2686976,gpu,678.8598418418367,2432.254651969389,80.0,datacenter,mlx,0.011784464932105781,2.3400497128832836,16.770444149313924,4.192611037328481,2.015397270779185,0.01628350536637088,1.0,synthetic
1.5,dense,Q8_0,1.59,128,256,4096,1,0.10076159999999999,apple,7.808026410309591,153.52618934024431,32.0,apple_pro,ollama,0.8538222485856489,15.732649423954435,7.31283858548437,4.5992695506191,17.53906450023607,0.9847149781879354,1.0,synthetic
1.5,dense,fp16,3.0,128,256,512,1,0.012595199999999999,gpu,607.5196383223783,2644.037914779809,80.0,datacenter,ollama,0.009876223946551863,1.5191891075187216,10.937295735492196,3.6457652451640654,1.427079077703585,0.007164528120066375,1.0,synthetic
13.0,dense,Q4_0,7.67,128,256,512,1,0.10915839999999999,gpu,63.10341995256319,704.1184519186314,24.0,consumer_flagship,transformers,0.9156045396780578,15.782974296852638,18.400555472857636,2.3990293967219865,12.397757159296058,1.4926889780077075,1.0,synthetic
3.8,dense,int8,3.8,128,256,8192,1,0.5105254399999999,apple,13.464315435184393,453.91277274947396,64.0,apple_max,mlx,1.1289099749015081,12.661831960620884,13.11534895441138,3.451407619581942,17.82526318839454,0.7950345029330421,1.0,synthetic
2.0,dense,Q3_K_M,0.98,128,256,4096,1,0.1343488,cpu,0.146327529002025,36.76198559234603,8.0,cpu_low,llama.cpp,91.11978739932673,55.11369134790602,2.4346860321488655,2.48437350219272,80.13847596746534,159.09248328477872,1.0,synthetic
30.0,dense,fp32,120.0,128,256,16384,1,8.060927999999999,apple,7.932175610044253,152.4062299294432,32.0,apple_pro,vllm,16.809175677414117,1200.3720775839495,507.2177012108233,4.226814176756861,846.5365085792411,18.606936089397763,1.0,synthetic
3.0,dense,fp16,6.0,128,256,4096,1,0.20152319999999999,cpu,0.8575597284463209,73.45532595171446,16.0,cpu_modern,ollama,13.993194411940184,112.56770687309171,16.700923785195485,2.783487297532581,122.27440075767585,21.62546443673111,1.0,synthetic
8.0,dense,Q6_K,6.56,128,256,4096,1,0.5373952,apple,3.1754578074087423,69.37477526078389,16.0,apple_base,llama.cpp,12.59660887531712,157.3925032177201,25.126923905673095,3.830323766108704,185.48601420278277,16.148827780211306,1.0,synthetic
1.0,moe,Q8_0,1.06,128,256,16384,1,0.2686976,gpu,8.968079723339198,177.9909275400514,6.0,consumer_low,ollama,0.7433772749942038,13.572679526815845,4.025771732680316,3.797897861019166,11.884027553291087,0.46444626162805186,1.0,synthetic
8.0,dense,Q4_K_M,5.04,128,256,4096,1,0.5373952,gpu,45.18505604540661,468.2276788939294,12.0,consumer_high,mlx,0.8234869131995685,17.517229618037906,14.398664947061114,2.856877965686729,17.509626499292047,0.7690694390964964,1.0,synthetic
30.0,dense,bf16,60.0,128,256,16384,1,8.060927999999999,apple,16.055737353197408,342.873551832458,64.0,apple_max,mlx,7.473963814941373,264.66871975107347,151.39366808006992,2.5232278013344986,310.63378047170096,7.755086495577994,1.0,synthetic
7.0,dense,bf16,14.0,128,256,512,1,0.0587776,gpu,44.61726812513304,438.7132987725707,12.0,consumer_high,transformers,0.7297205970471246,47.12570373184479,45.109352016938956,3.2220965726384967,58.32130883689664,1.3786115565542967,1.0,synthetic
70.0,dense,Q5_K_M,51.1,128,256,4096,1,4.702208,gpu,9.0577179579791,223.79447950814057,6.0,consumer_low,transformers,51.5214393770753,453.3559550842692,238.73794122230044,4.671975366385527,480.0768819425322,71.11465426943218,1.0,synthetic
3.8,dense,Q4_K_M,2.3939999999999997,128,256,8192,1,0.5105254399999999,apple,15.436253505359277,437.21933079516424,64.0,apple_max,vllm,0.9846948934029067,8.857569448321154,11.345463815202944,4.739124400669568,13.07852949428343,0.8632532182138372,1.0,synthetic
8.0,dense,Q4_0,4.72,128,256,512,1,0.0671744,gpu,25.540922227916546,316.4824408090498,8.0,consumer_mid,llama.cpp,1.5661141615426675,23.271065761121662,12.935495510755576,2.7405710827871985,18.901136389415353,1.2931908314707377,1.0,synthetic
3.0,dense,bf16,6.0,128,256,16384,1,0.8060927999999999,cpu,0.9419246348053109,78.07028244679346,16.0,cpu_modern,llama.cpp,12.739872763260209,116.23872894509714,23.07757403677504,3.846262339462507,78.77956043512046,22.277130421821436,1.0,synthetic
1.0,dense,fp16,2.0,128,256,512,1,0.0083968,apple,6.995779821467278,131.4504706676172,32.0,apple_pro,mlx,0.6353036484662088,21.826763123344964,5.283968072189881,2.6419840360949407,22.21905647670343,0.4309753016035735,1.0,synthetic
30.0,moe,Q5_K_M,21.9,128,256,16384,1,8.060927999999999,apple,2.8049559631433194,65.96638185792908,16.0,apple_base,llama.cpp,53.47677538292095,698.7458472997178,96.27168476943102,4.39596734106991,976.0532953379359,76.24998149334338,1.0,synthetic
3.0,dense,Q4_0,1.77,128,256,16384,1,0.8060927999999999,gpu,790.8781172026657,2140.1033867119672,80.0,datacenter,vllm,0.01517300800083327,1.604964704661851,7.060674451769913,3.9890816111694423,2.8548275928793223,0.009734582903944782,1.0,synthetic
3.8,dense,Q5_K_M,2.774,128,256,2048,1,0.12763135999999997,cpu,0.15805799720230368,43.37364944620617,8.0,cpu_low,mlx,160.27871908884407,121.6336058684967,5.957616450808219,2.147662743622285,143.07767099486384,143.7015351401979,1.0,synthetic
1.5,dense,Q4_K_M,0.9450000000000001,128,256,16384,1,0.40304639999999997,gpu,22.98310639655872,391.72550033369004,8.0,consumer_mid,mlx,0.32632664491006225,5.294313330878073,2.281585206052601,2.4143758794207417,4.308756797050758,0.26300315348378744,1.0,synthetic
13.0,dense,fp32,52.0,128,256,2048,1,0.43663359999999996,gpu,49.848008728233374,500.00873887866294,12.0,consumer_high,mlx,1.2129896022270388,154.22269747429584,222.25430567774976,4.274121263033649,116.19057220773556,1.5232429909979397,1.0,synthetic
13.0,dense,bf16,26.0,128,256,8192,1,1.7465343999999998,apple,29.106044914192992,755.023525977992,128.0,apple_ultra,llama.cpp,1.6241549620393683,45.936539467527766,128.17175981918652,4.929683069968712,32.781581378138576,1.43393659653713,1.0,synthetic
70.0,dense,bf16,140.0,128,256,8192,1,9.404416,apple,3.1310423193525705,76.8646951665965,16.0,apple_base,transformers,111.78386118791656,2990.3578904999817,601.6606304315916,4.297575931654226,3843.8990718838986,90.59564537371573,1.0,synthetic
8.0,dense,int8,8.0,128,256,512,1,0.0671744,apple,28.552410780118986,911.753354064032,128.0,apple_ultra,transformers,1.018859994518048,11.05997357185681,32.12101262185746,4.0151265777321825,8.644140170123018,0.9356047385613424,1.0,synthetic
70.0,dense,int8,70.0,128,256,16384,1,18.808832,cpu,0.4275171760572647,46.013317741693996,16.0,cpu_older,transformers,818.6805574172264,2969.335379697884,205.55984467951717,2.9365692097073883,2985.863944253277,528.1690940870542,1.0,synthetic
0.5,dense,fp32,2.0,128,256,4096,1,0.0335872,gpu,146.735993767501,939.2090154780591,40.0,datacenter_low,ollama,0.01947131568597899,3.60868767669871,6.43195216388172,3.21597608194086,2.9292998060350848,0.02448721945663694,1.0,synthetic
70.0,dense,Q8_0,74.2,128,256,4096,1,4.702208,gpu,651.523929908242,2273.9737103964017,80.0,datacenter,mlx,0.42976165133249067,46.26392271776128,230.81368453338678,3.11069655705373,47.54679339111621,0.43964103251291925,1.0,synthetic
7.0,dense,Q5_K_M,5.109999999999999,128,256,4096,1,0.4702208,cpu,0.16130755159681948,42.97338573347801,8.0,cpu_low,mlx,289.3024300766015,236.09626811638358,24.87995454359983,4.8688756445400845,216.9049128292826,323.2709888919075,1.0,synthetic
13.0,dense,Q8_0,13.780000000000001,128,256,8192,1,1.7465343999999998,cpu,0.9630029321288387,73.09610483344518,16.0,cpu_modern,llama.cpp,53.997758745186246,283.21681317818224,32.066622870596,2.3270408469227863,281.59123976550325,43.39477841719947,1.0,synthetic
3.8,dense,Q4_K_M,2.3939999999999997,128,256,8192,1,0.5105254399999999,gpu,41.60528758252025,472.5413932650922,12.0,consumer_high,mlx,0.42481183598588473,9.039125465100298,6.960313092008275,2.9073989523844093,9.642956149268494,0.4528080317915449,1.0,synthetic
8.0,dense,bf16,16.0,128,256,2048,1,0.2686976,cpu,0.16614141545600583,42.51530039849999,8.0,cpu_low,ollama,321.0116706117504,695.736591405145,65.13549665123499,4.070968540702187,604.0914841666009,364.4688877549438,1.0,synthetic
2.0,dense,bf16,4.0,128,256,2048,1,0.0671744,gpu,28.337680484354266,369.16675027055146,8.0,consumer_mid,llama.cpp,0.35288703341549693,16.94949878348923,15.748700520212644,3.937175130053161,16.97994394804979,0.1887087251571225,1.0,synthetic
1.0,dense,int8,1.0,128,256,8192,1,0.1343488,apple,15.047566839278264,354.39435300771635,64.0,apple_max,transformers,0.26582370709654574,4.2677459554039086,4.5842541382865525,4.5842541382865525,5.466020531467774,0.22102526827580807,1.0,synthetic
70.0,dense,Q4_K_M,44.1,128,256,8192,1,9.404416,gpu,133.67850147220065,1022.1444231476555,40.0,datacenter_low,llama.cpp,2.992253770013892,87.2421006730718,187.6664668100689,4.255475437870043,117.55082716153503,2.051695297783847,1.0,synthetic
7.0,dense,fp32,28.0,128,256,2048,1,0.2351104,apple,8.74867096313092,170.05873660016684,32.0,apple_pro,ollama,3.5560956906735997,237.18788464738267,67.0616998886414,2.395060710308621,290.9261868831226,3.129216519391212,1.0,synthetic
1.5,moe,bf16,3.0,128,256,16384,1,0.40304639999999997,apple,3.184536815718233,72.9363456820853,16.0,apple_base,ollama,2.355130568119517,71.78116686597225,13.85738832313683,4.61912944104561,53.93973008495317,3.0121184189834085,1.0,synthetic
0.5,dense,bf16,1.0,128,256,4096,1,0.0335872,cpu,0.13509863085166776,33.25787279831997,8.0,cpu_low,llama.cpp,24.673331715649905,56.50540147114837,4.5472940598760285,4.5472940598760285,53.69954093768137,42.42245562861728,1.0,synthetic
30.0,moe,Q3_K_M,14.7,128,256,512,1,0.25190399999999996,gpu,62.72624425063605,630.3385035866197,24.0,consumer_flagship,transformers,2.125638716715952,33.88633684219741,37.74353444441465,2.5675873771710647,35.434487510139974,3.0735608181280853,1.0,synthetic
8.0,dense,Q3_K_M,3.92,128,256,8192,1,1.0747904,gpu,9.595036796183404,200.66681830937,6.0,consumer_low,vllm,5.55842926569574,45.25629681788321,17.585617649699756,4.486126951454019,36.499320457240955,11.064548182581563,1.0,synthetic
30.0,dense,bf16,60.0,128,256,16384,1,8.060927999999999,gpu,71.42647295581946,743.9716525831211,24.0,consumer_flagship,llama.cpp,1.8667215083657582,130.6903251021302,185.3369112726969,3.088948521211615,177.21776234713553,2.5635529816707527,1.0,synthetic
3.0,dense,bf16,6.0,128,256,4096,1,0.20152319999999999,gpu,779.6487067929713,2669.028700176143,80.0,datacenter,vllm,0.015391547366712287,3.098017492076539,27.954846515282547,4.6591410858804245,2.9315368944157836,0.011650809877283983,1.0,synthetic
2.0,dense,Q5_K_M,1.46,128,256,8192,1,0.2686976,cpu,0.8641590105092136,87.43103891655281,16.0,cpu_modern,llama.cpp,9.257555499289335,26.362835920699027,4.105049543417403,2.8116777694639747,34.4065956330995,14.313813535304721,1.0,synthetic
13.0,dense,Q4_0,7.67,128,256,8192,1,1.7465343999999998,gpu,8.321737829595778,226.5234931693157,6.0,consumer_low,llama.cpp,10.414491352808747,75.58143924421346,24.385732576744893,3.1793653946212377,96.96420588177584,8.367028875538177,1.0,synthetic
8.0,moe,Q3_K_M,3.92,128,256,16384,1,2.1495808,cpu,0.13376643318531167,32.76344022945053,8.0,cpu_low,ollama,398.70490722772473,336.8267000431087,12.181041639196245,3.1074085814276136,374.4975535158849,403.45125576421094,1.0,synthetic
13.0,dense,fp16,26.0,128,256,512,1,0.10915839999999999,gpu,670.0103901385394,2383.0687133870815,80.0,datacenter,vllm,0.07761073673685547,14.608144114535845,120.63334088470714,4.639743880181044,7.396520996296107,0.10297326033890176,1.0,synthetic
13.0,dense,fp32,52.0,128,256,8192,1,1.7465343999999998,apple,3.004968712551141,68.15825989904681,16.0,apple_base,mlx,21.63084085651483,1213.161488020271,207.45081484013258,3.9894387469256265,1159.3592535590328,20.951683748592924,1.0,synthetic
13.0,dense,Q5_K_M,9.49,128,256,2048,1,0.43663359999999996,cpu,0.4114439644188247,43.85446632890206,16.0,cpu_older,vllm,157.98020051603913,348.23691355548965,24.55193886363701,2.587137920298947,494.08317306354206,140.87740308138123,1.0,synthetic
3.8,dense,Q3_K_M,1.8619999999999999,128,256,16384,1,1.0210508799999998,gpu,71.24493971942535,731.2368939179538,24.0,consumer_flagship,ollama,0.23705387295434874,5.632434780770011,5.1576312993415305,2.7699416215582873,4.172925848391328,0.11832608772700923,1.0,synthetic
8.0,dense,int8,8.0,128,256,512,1,0.0671744,gpu,26.890857495227312,351.3518479420531,8.0,consumer_mid,transformers,1.487494402404213,35.323672299308456,39.897626849231756,4.9872033561539695,44.198926706220405,0.9007010836897524,1.0,synthetic
7.0,dense,Q8_0,7.42,128,256,2048,1,0.2351104,gpu,686.4050787278762,2815.518550583964,80.0,datacenter,ollama,0.04079223896753907,3.6251985853723756,19.386429287761224,2.6127263191052865,3.233117921586787,0.03888790093469464,1.0,synthetic
0.5,dense,Q3_K_M,0.245,128,256,16384,1,0.1343488,apple,26.34143066095424,732.7123828626966,128.0,apple_ultra,ollama,0.06902365484942695,0.6471652603267906,0.613343727799831,2.503443786938086,0.729461342280291,0.084632806514222,1.0,synthetic
70.0,dense,int8,70.0,128,256,4096,1,4.702208,gpu,57.59708973609472,609.1969973892004,24.0,consumer_flagship,vllm,5.401507481308473,175.1772258519865,230.41252239173778,3.291607462739111,189.84687306144772,5.680822448981032,1.0,synthetic
7.0,moe,Q3_K_M,3.4299999999999997,128,256,4096,1,0.4702208,cpu,0.13286133023982216,38.54276529483386,8.0,cpu_low,transformers,351.2434098200786,183.98551560090164,13.253492122562228,3.8639918724671225,135.16315968817474,224.6600188151908,1.0,synthetic
30.0,moe,Q6_K,24.599999999999998,128,256,16384,1,8.060927999999999,gpu,69.26500320861294,618.2267557633638,24.0,consumer_flagship,transformers,1.924974043988114,75.4714481967323,74.38384039211978,3.023733349273162,103.23057450550449,1.6827764853599738,1.0,synthetic
2.0,dense,Q5_K_M,1.46,128,256,16384,1,0.5373952,gpu,63.91157643412814,736.8732224491621,24.0,consumer_flagship,mlx,0.1390810457953641,3.872337367344864,6.713236256700414,4.59810702513727,5.147247860309386,0.14025479055845724,1.0,synthetic
13.0,moe,Q4_0,7.67,128,256,8192,1,1.7465343999999998,gpu,38.38379438913057,541.7069459724798,12.0,consumer_high,transformers,1.5752772033447566,25.563350828043212,26.459170065893765,3.4496962276263057,27.398803182436033,1.5647836398842747,1.0,synthetic
3.8,dense,Q5_K_M,2.774,128,256,2048,1,0.12763135999999997,apple,3.4382063508494674,73.19321496859702,16.0,apple_base,ollama,5.526137195141218,60.9899189162426,13.804552791740765,4.976406918435748,64.89542123064268,3.393321527767656,1.0,synthetic
1.5,dense,fp16,3.0,128,256,2048,1,0.050380799999999996,gpu,166.08887734883655,791.2890613236298,40.0,datacenter_low,mlx,0.051607480935800386,6.424918842547609,6.062840356923132,2.020946785641044,5.034642357526136,0.07630351618683168,1.0,synthetic
13.0,dense,Q3_K_M,6.37,128,256,512,1,0.10915839999999999,gpu,43.69699308186449,460.2131632587457,12.0,consumer_high,llama.cpp,1.38373631718299,20.70382787441052,28.553977791457445,4.482571081861451,18.155460822758062,1.8846687547145051,1.0,synthetic
0.5,moe,fp16,1.0,128,256,2048,1,0.0167936,apple,6.801435053203509,141.35186175117536,32.0,apple_pro,vllm,0.32672843375539473,10.27621615816608,2.204559859296388,2.204559859296388,8.451392672838455,0.2601396007290011,1.0,synthetic
1.0,dense,fp16,2.0,128,256,4096,1,0.0671744,gpu,58.89892327300478,711.6654096759801,24.0,consumer_flagship,llama.cpp,0.07545884028887627,4.149571196749368,6.261201282083131,3.1306006410415654,3.519269055155957,0.045798178759981635,1.0,synthetic
0.5,dense,Q5_K_M,0.365,128,256,8192,1,0.0671744,apple,3.3383144324999052,76.26809957981452,16.0,apple_base,mlx,0.7488809249546541,8.717716790778194,0.8469467708825881,2.320402112007091,5.188581602168999,0.7297916513841951,1.0,synthetic
30.0,dense,fp32,120.0,128,256,2048,1,1.0076159999999998,gpu,28.400521595365714,303.82382921453126,8.0,consumer_mid,vllm,5.281593138925885,612.7418101411355,355.34446301047734,2.9612038584206446,470.53091179468413,3.844627298403858,1.0,synthetic
70.0,dense,Q4_0,41.3,128,256,4096,1,4.702208,gpu,8.093574476835505,216.9896858554218,6.0,consumer_low,llama.cpp,57.65890806371228,385.4578518425386,97.94452270885077,2.3715380801174524,417.1815228471469,44.21084622529237,1.0,synthetic
13.0,dense,Q4_0,7.67,128,256,2048,1,0.43663359999999996,apple,2.613482073833661,76.35236187519187,16.0,apple_base,mlx,24.871033419660264,163.3445736804675,27.871956344175192,3.633892613321407,184.40090914565872,21.614343710347303,1.0,synthetic
3.8,dense,int8,3.8,128,256,512,1,0.03190783999999999,cpu,0.3493427823530524,51.14855058441391,16.0,cpu_older,llama.cpp,54.38784185556249,115.25728028284816,9.524434065944032,2.5064300173536926,133.44752100401035,48.05837837759547,1.0,synthetic
7.0,dense,Q6_K,5.739999999999999,128,256,8192,1,0.9404416,gpu,27.654571616063894,298.8890253550559,8.0,consumer_mid,vllm,1.265613529868216,34.38601484055664,27.57717881122573,4.80438655247835,50.912910991552444,1.2919440803744782,1.0,synthetic
0.5,dense,fp16,1.0,128,256,512,1,0.0041984,gpu,785.9324486033623,2739.7186521607337,80.0,datacenter,mlx,0.002544747966004064,0.4887112035916627,2.8525528871351864,2.8525528871351864,0.4690399414549062,0.0027119274547073237,1.0,synthetic
30.0,dense,Q6_K,24.599999999999998,128,256,4096,1,2.0152319999999997,gpu,655.6833902334222,2407.790448251274,80.0,datacenter,transformers,0.1830151591262365,14.73839886098619,60.99912653644337,2.4796392900993243,18.608940876442777,0.09365195837956776,1.0,synthetic
8.0,dense,Q5_K_M,5.84,128,256,16384,1,2.1495808,gpu,9.51636599222217,180.05399235827036,6.0,consumer_low,ollama,5.604380220025505,80.67863619791213,25.633638637891323,4.389321684570432,81.38184764924445,3.1049487515491,1.0,synthetic
13.0,dense,fp16,26.0,128,256,16384,1,3.4930687999999996,gpu,69.66965004815518,730.5622148462097,24.0,consumer_flagship,ollama,0.8293105783916266,57.671960816425226,58.82082714039106,2.2623395053996562,60.076723850664514,0.5793504695542298,1.0,synthetic
1.0,dense,Q4_0,0.59,128,256,4096,1,0.0671744,gpu,43.344402886754786,487.0274795434938,12.0,consumer_high,mlx,0.10730711420456501,1.9843499222720216,1.4969980426108813,2.5372848179845446,1.8032436446711169,0.10339703282257838,1.0,synthetic
3.0,dense,Q4_K_M,1.8900000000000001,128,256,8192,1,0.40304639999999997,apple,2.902996014090186,77.13470583857227,16.0,apple_base,mlx,5.167075644332593,45.735102687635916,4.396229998254505,2.3260476181240763,50.58895864610335,4.381972355968667,1.0,synthetic
3.8,moe,Q4_K_M,2.3939999999999997,128,256,8192,1,0.5105254399999999,gpu,10.299395458956447,192.8969899465481,6.0,consumer_low,mlx,2.4596912929780976,27.377074919198595,9.295917875754563,3.883006631476426,23.15422296256968,3.495761469177359,1.0,synthetic
1.0,dense,Q8_0,1.06,128,256,512,1,0.0083968,gpu,136.14072381330166,804.4256752101799,40.0,datacenter_low,vllm,0.04197337544732078,2.21358092886342,4.690292911667765,4.424804633648835,2.373485340578192,0.0543573881209697,1.0,synthetic
70.0,moe,int8,70.0,128,256,4096,1,4.702208,gpu,7.836399729660712,190.08734251344075,6.0,consumer_low,vllm,59.55115649605479,714.5251996672666,214.7511324288345,3.0678733204119215,925.7832893366361,38.8591371105964,1.0,synthetic
13.0,dense,fp32,52.0,128,256,4096,1,0.8732671999999999,gpu,626.186424145173,2572.3503065601576,80.0,datacenter,llama.cpp,0.08304236245777262,27.405944447073434,124.63391955536315,2.3968061452954452,24.532192190181426,0.11837757300815235,1.0,synthetic
70.0,moe,Q6_K,57.4,128,256,512,1,0.587776,gpu,59.08541984760005,644.8714940855706,24.0,consumer_flagship,mlx,5.265446398004193,128.45920584141635,218.2828124373952,3.802836453613157,164.07666355552257,3.4890970895927973,1.0,synthetic
3.8,dense,Q6_K,3.1159999999999997,128,256,2048,1,0.12763135999999997,gpu,158.82359377051674,862.8755358235086,40.0,datacenter_low,mlx,0.13671952131785,6.265158811701917,10.616592907799703,3.407122242554462,5.546441677706963,0.1604569907453901,1.0,synthetic
